Ano-calendário;Competência;Orçamento;Descrição;Valor da Receita Tributária;Percentual do PIB;Classificação Receita
2006;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;804.3215976;0.00033382;Baixa
2006;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;308.352649;0.000127976;Baixa
2006;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;258.6269815;0.000107339;Baixa
2006;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;249.9785252;0.000103749;Baixa
2006;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;205967.7093;0.085483291;Baixa
2006;Tributos do Governo Estadual;Governo Estadual;ICMS;170008.6073;0.070559096;Baixa
2006;Tributos do Governo Estadual;Governo Estadual;IPVA;12309.34713;0.005108779;Baixa
2006;Tributos do Governo Estadual;Governo Estadual;ITCD;968.9700489;0.000402154;Baixa
2006;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;12370.62428;0.005134211;Baixa
2006;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;10310.16059;0.004279052;Baixa
2006;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;41045.60882;0.017035261;Baixa
2006;Tributos do Governo Municipal;Governo Municipal;ISS;17848.67094;0.007407778;Baixa
2006;Tributos do Governo Municipal;Governo Municipal;IPTU;11815.19403;0.004903689;Baixa
2006;Tributos do Governo Municipal;Governo Municipal;ITBI;2632.183116;0.001092442;Baixa
2006;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;3006.485066;0.001247789;Baixa
2006;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;5743.075665;0.002383563;Baixa
2007;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;915110.207;0.336405056;Alta
2007;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;640262.0508;0.235367707;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;217613.4383;0.079997207;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;159759.4513;0.058729415;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;12705.53124;0.0046707;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;65766.9453;0.024176687;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;81286.97477;0.029882029;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;31298.31901;0.011505623;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;7817.741856;0.002873892;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;12217.9285;0.004491451;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;3517.436819;0.00129305;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;1380.926689;0.000507645;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;1304.282637;0.000479469;Baixa
2007;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;317.3514908;0.000116662;Baixa
2007;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;316326.5567;0.116285287;Baixa
2007;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;138370.3744;0.050866544;Baixa
2007;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;100946.4178;0.037109066;Baixa
2007;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;33294.66868;0.012239504;Baixa
2007;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;25862.1252;0.009507215;Baixa
2007;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;13912.09492;0.005114246;Baixa
2007;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;1890.938174;0.000695131;Baixa
2007;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;1895.712452;0.000696886;Baixa
2007;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;154.2251437;5.67e-05;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;106322.0557;0.039085213;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;43601.49579;0.016028412;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;7088.550548;0.002605833;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;6591.550171;0.00242313;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;7942.665244;0.002919815;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;804.8638909;0.000295877;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;36793.34977;0.013525659;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;935.2753319;0.000343818;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;1553.994314;0.000571266;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;722.7368179;0.000265686;Baixa
2007;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;287.5738661;0.000105715;Baixa
2007;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;227860.1585;0.08376402;Baixa
2007;Tributos do Governo Estadual;Governo Estadual;ICMS;187189.991;0.068813198;Baixa
2007;Tributos do Governo Estadual;Governo Estadual;IPVA;14626.85764;0.005377001;Baixa
2007;Tributos do Governo Estadual;Governo Estadual;ITCD;1207.208727;0.000443784;Baixa
2007;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;13420.00884;0.00493335;Baixa
2007;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;11416.09232;0.004196687;Baixa
2007;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;46987.99769;0.017273329;Baixa
2007;Tributos do Governo Municipal;Governo Municipal;ISS;20673.45311;0.0075998;Baixa
2007;Tributos do Governo Municipal;Governo Municipal;IPTU;12822.26103;0.004713611;Baixa
2007;Tributos do Governo Municipal;Governo Municipal;ITBI;3382.586632;0.001243478;Baixa
2007;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;3899.746897;0.001433592;Baixa
2007;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;6209.950022;0.002282849;Baixa
2008;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;1041894.047;0.335035376;Alta
2008;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;722749.412;0.232410024;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;275442.7074;0.088572395;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;193062.2845;0.062081836;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;13913.51033;0.004474081;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;78694.33715;0.025305248;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;100454.437;0.032302507;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;36730.18063;0.011811095;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;20168.48148;0.006485453;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;17103.99725;0.005500026;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;4157.764572;0.001336986;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;2305.042064;0.000741218;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;1512.857015;0.00048648;Baixa
2008;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;402.0999036;0.000129301;Baixa
2008;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;371108.0012;0.119334887;Baixa
2008;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;159601.1665;0.051321953;Baixa
2008;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;118716.7255;0.038174998;Baixa
2008;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;41784.21677;0.01343629;Baixa
2008;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;30410.19309;0.009778816;Baixa
2008;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;16068.45583;0.005167033;Baixa
2008;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;2048.547556;0.000658739;Baixa
2008;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;2306.82458;0.000741791;Baixa
2008;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;171.8713158;5.53e-05;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;76198.70349;0.024502742;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;50517.60401;0.016244631;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;8776.362279;0.00282216;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;7826.379502;0.00251668;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;5927.385213;0.001906032;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;916.9175366;0.000294847;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;1500.20041;0.00048241;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1065.337104;0.000342574;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;-1049.915248;-0.000337615;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;419.0062975;0.000134737;Baixa
2008;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;299.4263936;9.63e-05;Baixa
2008;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;265379.9637;0.085336581;Baixa
2008;Tributos do Governo Estadual;Governo Estadual;ICMS;222037.239;0.071399131;Baixa
2008;Tributos do Governo Estadual;Governo Estadual;IPVA;17035.37404;0.005477959;Baixa
2008;Tributos do Governo Estadual;Governo Estadual;ITCD;1491.495062;0.000479611;Baixa
2008;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;11380.16836;0.00365945;Baixa
2008;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;13435.68729;0.00432043;Baixa
2008;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;53764.67159;0.01728877;Baixa
2008;Tributos do Governo Municipal;Governo Municipal;ISS;24988.77383;0.008035484;Baixa
2008;Tributos do Governo Municipal;Governo Municipal;IPTU;13802.07082;0.004438246;Baixa
2008;Tributos do Governo Municipal;Governo Municipal;ITBI;4253.339941;0.00136772;Baixa
2008;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;4012.731369;0.001290349;Baixa
2008;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;6707.755638;0.002156971;Baixa
2009;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;1068717.084;0.320643404;Alta
2009;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;739215.4252;0.221784187;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;261612.2615;0.078490601;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;190977.593;0.057298331;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;13625.10753;0.004087893;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;77343.23116;0.023205016;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;100009.2543;0.030005423;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;27730.52919;0.008319893;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;19235.09606;0.005771038;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;15904.48936;0.004771768;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;4150.628235;0.001245298;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;1511.473836;0.000453482;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;1681.260718;0.000504423;Baixa
2009;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;421.191075;0.000126368;Baixa
2009;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;394668.3021;0.118410934;Baixa
2009;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;179400.5762;0.05382492;Baixa
2009;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;117084.2984;0.035128388;Baixa
2009;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;43423.75855;0.013028277;Baixa
2009;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;30989.91335;0.009297794;Baixa
2009;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;18510.84251;0.005553743;Baixa
2009;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;2497.35368;0.000749272;Baixa
2009;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;2596.594152;0.000779047;Baixa
2009;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;164.9652994;4.95e-05;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;82934.86158;0.024882653;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;57183.49291;0.017156561;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;9588.932865;0.002876934;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;8523.518167;0.002557281;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;4916.224663;0.001474997;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;1147.222354;0.000344197;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;537.4256958;0.000161242;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1094.294;0.000328317;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;-1338.794774;-0.000401674;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;967.9108611;0.000290399;Baixa
2009;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;314.6348437;9.44e-05;Baixa
2009;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;270670.3116;0.081208256;Baixa
2009;Tributos do Governo Estadual;Governo Estadual;ICMS;222037.239;0.066617047;Baixa
2009;Tributos do Governo Estadual;Governo Estadual;IPVA;20107.34159;0.006032735;Baixa
2009;Tributos do Governo Estadual;Governo Estadual;ITCD;1677.646209;0.000503338;Baixa
2009;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;11488.63532;0.003446895;Baixa
2009;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;15359.44948;0.004608241;Baixa
2009;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;58831.3469;0.017650961;Baixa
2009;Tributos do Governo Municipal;Governo Municipal;ISS;27330.2805;0.008199807;Baixa
2009;Tributos do Governo Municipal;Governo Municipal;IPTU;15185.5904;0.004556079;Baixa
2009;Tributos do Governo Municipal;Governo Municipal;ITBI;4397.241799;0.001319289;Baixa
2009;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;4347.450598;0.00130435;Baixa
2009;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;7570.783596;0.002271435;Baixa
2010;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;1263144.541;0.32506286;Alta
2010;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;871744.4473;0.224338335;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;307712.3972;0.079187986;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;212957.1995;0.05480329;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;16248.27504;0.004181399;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;82474.04188;0.021224212;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;114234.8826;0.029397679;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;37293.71766;0.00959732;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;26571.32407;0.006837975;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;21118.96717;0.005434843;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;5068.293578;0.001304296;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;2348.851423;0.000604463;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;1869.020969;0.000480982;Baixa
2010;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;485.0228672;0.000124818;Baixa
2010;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;466119.7131;0.119953182;Baixa
2010;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;211836.1442;0.054514793;Baixa
2010;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;140938.7325;0.036269759;Baixa
2010;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;45780.46695;0.011781335;Baixa
2010;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;40593.63854;0.010446535;Baixa
2010;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;20807.68103;0.005354735;Baixa
2010;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;3147.408484;0.000809967;Baixa
2010;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;2830.427291;0.000728394;Baixa
2010;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;185.214137;4.77e-05;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;97912.33701;0.025197167;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;64270.62588;0.01653967;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;11049.19908;0.002843447;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;9924.948589;0.002554127;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;7759.104937;0.00199676;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;1211.64187;0.000311809;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;1380.66525;0.000355306;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1185.591426;0.000305105;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;107.8123597;2.77e-05;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;655.5725628;0.000168708;Baixa
2010;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;367.1750671;9.45e-05;Baixa
2010;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;321673.9692;0.082780915;Baixa
2010;Tributos do Governo Estadual;Governo Estadual;ICMS;268116.8541;0.068998304;Baixa
2010;Tributos do Governo Estadual;Governo Estadual;IPVA;21366.56029;0.005498559;Baixa
2010;Tributos do Governo Estadual;Governo Estadual;ITCD;2518.378585;0.00064809;Baixa
2010;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;12633.79603;0.003251234;Baixa
2010;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;17038.3802;0.004384728;Baixa
2010;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;69726.12474;0.01794361;Baixa
2010;Tributos do Governo Municipal;Governo Municipal;ISS;32756.03196;0.008429573;Baixa
2010;Tributos do Governo Municipal;Governo Municipal;IPTU;17444.29008;0.004489186;Baixa
2010;Tributos do Governo Municipal;Governo Municipal;ITBI;5840.317385;0.001502972;Baixa
2010;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;5112.987162;0.001315797;Baixa
2010;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;8572.498148;0.002206082;Baixa
2011;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;1459329.58;0.333455713;Alta
2011;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1021174.677;0.233337647;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;366485.94;0.083741762;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;255609.5396;0.058406588;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;20515.44415;0.004687764;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;94957.60076;0.02169774;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;140136.4947;0.032021084;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;41228.70485;0.009420728;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;31998.91016;0.007311727;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;26762.65084;0.006115246;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;5833.418594;0.001332932;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;2456.564317;0.000561323;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;2025.441007;0.000462812;Baixa
2011;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;570.710645;0.000130407;Baixa
2011;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;540497.2837;0.123503223;Baixa
2011;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;244526.6205;0.055874149;Baixa
2011;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;164981.9668;0.037698255;Baixa
